model,year,mileage,tax,mpg,engineSize,price
 Tucson,2018,8540,145,44.8,1.6,14943
 Tucson,2018,8225,150,44.8,1.6,14949
 Tucson,2018,10354,145,44.8,1.6,14970
 Tucson,2018,6124,145,44.8,1.6,14980
 Tucson,2018,12492,150,44.8,1.6,14990
 Tucson,2018,12720,150,44.8,1.6,14990
 Tucson,2018,12964,150,44.8,1.6,14990
 Tucson,2018,9206,145,44.8,1.6,14991
 Tucson,2018,21000,145,34.9,1.6,14991
 Tucson,2018,8867,145,44.8,1.6,14995
 Tucson,2018,8934,145,44.8,1.6,14995
 Tucson,2018,9274,145,44.8,1.6,14995
 Tucson,2018,10465,145,44.8,1.6,14995
 Tucson,2018,14007,145,44.8,1.6,14995
 Tucson,2018,18423,145,34.9,1.6,14995
 Tucson,2018,7482,145,44.8,1.6,14998
 Tucson,2018,15500,150,44.8,1.6,14999
 Tucson,2018,15450,150,35.3,1.6,14999
 Tucson,2018,8818,145,44.8,1.6,15000
 Tucson,2018,8557,145,44.8,1.6,15190
 Tucson,2018,17267,150,34.9,1.6,15229
 Tucson,2018,9755,145,44.8,1.6,15249
 Tucson,2018,9606,145,34.9,1.6,15280
 Tucson,2018,16662,145,34.9,1.6,15295
 Tucson,2018,14429,145,34.9,1.6,15298
 Tucson,2018,7669,150,35.3,1.6,15300
 Tucson,2018,14653,145,34.9,1.6,15314
 Tucson,2018,13915,145,44.8,1.6,15450
 Tucson,2018,14427,145,44.8,1.6,15450
 Tucson,2018,3022,145,44.8,1.6,15491
 Tucson,2018,5942,150,38.7,1.6,15495
 Tucson,2018,3978,145,34.9,1.6,15495
 Tucson,2018,9443,145,34.9,1.6,15495
 Tucson,2018,10124,145,34.9,1.6,15495
 Tucson,2018,9653,150,34.9,1.6,15498
 Tucson,2018,7894,145,34.9,1.6,15499
 Tucson,2018,12720,145,44.8,1.6,15500
 Tucson,2018,2820,145,35.3,1.6,15500
 Tucson,2018,4411,145,34.9,1.6,15500
 Tucson,2018,12492,145,44.8,1.6,15550
 Tucson,2018,9046,145,44.8,1.6,15691
 Tucson,2018,9046,145,44.8,1.6,15691
 Tucson,2018,4755,145,34.9,1.6,15850
 Tucson,2018,10454,145,34.9,1.6,15979
 Tucson,2018,10117,150,34.9,1.6,15990
 Tucson,2018,7390,145,34.9,1.6,15992
 Tucson,2018,19500,145,38.7,1.6,16394
 Tucson,2018,67250,150,34.9,1.6,16490
 Tucson,2018,18,145,34.9,1.6,16498
 Tucson,2018,12875,145,38.7,1.6,16500
 Tucson,2018,6210,145,34.9,1.6,16500
 Tucson,2018,11009,145,35.3,1.6,16850
 Tucson,2018,10309,150,35.3,1.6,16990
 Tucson,2018,18856,150,38.7,1.6,16995
 Tucson,2018,4203,145,38.7,1.6,16999
 Tucson,2018,17330,145,38.7,1.6,17495
 Tucson,2018,16103,145,38.7,1.6,17570
 Tucson,2018,13470,145,34.9,1.6,17750
 Tucson,2018,11779,145,34.9,1.6,17995
 Tucson,2018,12000,150,34.9,1.6,17999
 Tucson,2018,9424,150,34.9,1.6,18000
 Tucson,2018,20566,145,34.9,1.6,19980
 Tucson,2018,9398,145,35.8,1.6,21839
 Tucson,2018,8462,145,35.8,1.6,21999
 Tucson,2019,17642,145,35.3,1.6,14495
 Tucson,2019,18432,145,34.9,1.6,14600
 Tucson,2019,12206,145,35.3,1.6,14980
 Tucson,2019,10193,145,34.9,1.6,14995
 Tucson,2019,13251,145,34.9,1.6,14995
 Tucson,2019,11229,150,34.9,1.6,14999
 Tucson,2019,11036,145,35.3,1.6,15278
 Tucson,2019,12254,150,34.9,1.6,15400
 Tucson,2019,13299,145,34.9,1.6,15494
 Tucson,2019,16070,145,34.9,1.6,15495
 Tucson,2019,11024,150,34.9,1.6,15498
 Tucson,2019,11686,150,34.9,1.6,15498
 Tucson,2019,11750,150,34.9,1.6,15498
 Tucson,2019,11757,145,34.9,1.6,15498
 Tucson,2019,11896,145,34.9,1.6,15498
 Tucson,2019,11915,150,34.9,1.6,15498
 Tucson,2019,12077,145,34.9,1.6,15498
 Tucson,2019,12230,150,34.9,1.6,15498
 Tucson,2019,12521,145,34.9,1.6,15498
 Tucson,2019,12818,150,34.9,1.6,15498
 Tucson,2019,13177,150,34.9,1.6,15498
 Tucson,2019,13591,145,34.9,1.6,15498
 Tucson,2019,13684,145,34.9,1.6,15498
 Tucson,2019,14231,145,34.9,1.6,15498
 Tucson,2019,14461,150,34.9,1.6,15498
 Tucson,2019,14577,145,34.9,1.6,15498
 Tucson,2019,14844,145,34.9,1.6,15498
 Tucson,2019,14877,150,34.9,1.6,15498
 Tucson,2019,15091,145,34.9,1.6,15498
 Tucson,2019,15196,145,34.9,1.6,15498
 Tucson,2019,15308,150,34.9,1.6,15498
 Tucson,2019,15751,150,34.9,1.6,15498
 Tucson,2019,15861,145,34.9,1.6,15498
 Tucson,2019,16373,145,34.9,1.6,15498
 Tucson,2019,16553,145,34.9,1.6,15498
 Tucson,2019,17016,150,34.9,1.6,15498
 Tucson,2019,17131,145,34.9,1.6,15498
 Tucson,2019,17325,145,34.9,1.6,15498
 Tucson,2019,17338,145,34.9,1.6,15498
 Tucson,2019,17431,145,34.9,1.6,15498
 Tucson,2019,17441,145,34.9,1.6,15498
 Tucson,2019,17770,150,34.9,1.6,15498
 Tucson,2019,17815,145,34.9,1.6,15498
 Tucson,2019,17865,145,34.9,1.6,15498
 Tucson,2019,17948,145,34.9,1.6,15498
 Tucson,2019,17966,145,34.9,1.6,15498
 Tucson,2019,23773,145,34.9,1.6,15498
 Tucson,2019,9841,145,34.9,1.6,15499
 Tucson,2019,8000,150,34.9,1.6,15600
 Tucson,2019,15299,150,35.3,1.6,15692
 Tucson,2019,15623,150,35.3,1.6,15692
 Tucson,2019,8293,145,34.9,1.6,15695
 Tucson,2019,13161,145,34.9,1.6,15700
 Tucson,2019,5757,145,34.9,1.6,15790
 Tucson,2019,13076,150,34.9,1.6,15790
 Tucson,2019,17970,150,34.9,1.6,15790
 Tucson,2019,13725,150,35.3,1.6,15792
 Tucson,2019,16449,145,34.9,1.6,15792
 Tucson,2019,13980,145,34.9,1.6,15795
 Tucson,2019,13184,145,35.3,1.6,15798
 Tucson,2019,17241,145,35.3,1.6,15798
 Tucson,2019,11958,145,34.9,1.6,15799
 Tucson,2019,12763,145,34.9,1.6,15799
 Tucson,2019,11133,145,34.9,1.6,15995
 Tucson,2019,13060,145,34.9,1.6,15995
 Tucson,2019,3454,145,35.3,1.6,15998
 Tucson,2019,9488,145,34.9,1.6,15998
 Tucson,2019,11751,145,34.9,1.6,15998
 Tucson,2019,17841,150,34.9,1.6,15998
 Tucson,2019,19231,150,34.9,1.6,15998
 Tucson,2019,5280,145,35.3,1.6,16000
 Tucson,2019,6320,145,35.3,1.6,16000
 Tucson,2019,6214,145,34.9,1.6,16095
 Tucson,2019,9935,145,34.9,1.6,16111
 Tucson,2019,4270,145,34.9,1.6,16195
 Tucson,2019,13270,145,34.9,1.6,16211
 Tucson,2019,10,145,35.3,1.6,16390
 Tucson,2019,2220,150,34.9,1.6,16390
 Tucson,2019,5338,145,34.9,1.6,16395
 Tucson,2019,17970,145,34.9,1.6,16400
 Tucson,2019,10333,145,34.9,1.6,16495
 Tucson,2019,10736,145,34.9,1.6,16495
 Tucson,2019,11695,145,34.9,1.6,16495
 Tucson,2019,1738,145,35.3,1.6,16500
 Tucson,2019,14147,150,34.9,1.6,16500
 Tucson,2019,10200,145,34.9,1.6,16584
 Tucson,2019,2860,145,34.9,1.6,16595
 Tucson,2019,10502,145,34.9,1.6,16611
 Tucson,2019,4292,145,34.9,1.6,16922
 Tucson,2019,5000,145,34.9,1.6,16990
 Tucson,2019,5004,145,34.9,1.6,16990
 Tucson,2019,10,145,35.3,1.6,16995
 Tucson,2019,1247,145,35.3,1.6,16995
 Tucson,2019,1430,150,34.9,1.6,16995
 Tucson,2019,8359,145,34.9,1.6,16995
 Tucson,2019,2684,145,34.9,1.6,17096
 Tucson,2019,3475,145,35.3,1.6,17400
 Tucson,2019,3774,150,34.9,1.6,17449
 Tucson,2019,8009,145,34.9,1.6,17490
 Tucson,2019,5000,145,34.9,1.6,17495
 Tucson,2019,3500,145,34.9,1.6,17499
 Tucson,2019,3966,145,34.9,1.6,17500
 Tucson,2019,3737,145,34.9,1.6,17571
 Tucson,2019,7330,145,34.9,1.6,17695
 Tucson,2019,5,145,34.9,1.6,17697
 Tucson,2019,15,145,34.9,1.6,17697
 Tucson,2019,10000,150,34.9,1.6,17750
 Tucson,2019,12806,145,34.9,1.6,17980
 Tucson,2019,4412,145,35.3,1.6,17995
 Tucson,2019,25,145,34.9,1.6,17995
 Tucson,2019,5812,150,34.9,1.6,17995
 Tucson,2019,11341,145,34.9,1.6,17995
 Tucson,2019,4353,145,35.3,1.6,18000
 Tucson,2019,6500,145,35.3,1.6,18250
 Tucson,2019,7064,145,34.9,1.6,18390
 Tucson,2019,2450,145,35.3,1.6,18495
 Tucson,2019,9109,145,35.3,1.6,18495
 Tucson,2019,8,145,34.9,1.6,18495
 Tucson,2019,16003,145,34.9,1.6,18500
 Tucson,2019,16003,145,34.9,1.6,18500
 Tucson,2019,400,145,35.3,1.6,18579
 Tucson,2019,3000,145,34.9,1.6,18843
 Tucson,2019,100,145,35.3,1.6,18995
 Tucson,2019,90,145,34.9,1.6,18995
 Tucson,2019,14618,145,34.9,1.6,18995
 Tucson,2019,21,145,34.9,1.6,19000
 Tucson,2019,14593,145,34.9,1.6,19000
 Tucson,2019,6013,150,34.9,1.6,19500
 Tucson,2019,2012,145,35.3,1.6,19850
 Tucson,2019,50,145,35.3,1.6,19990
 Tucson,2019,10385,145,34.9,1.6,19995
 Tucson,2019,3500,145,35.3,1.6,20195
 Tucson,2019,575,145,34.9,1.6,20970
 Tucson,2019,100,145,35.3,1.6,20990
 Tucson,2019,100,145,35.3,1.6,20990
 Tucson,2019,100,145,35.3,1.6,20990
 Tucson,2019,100,145,35.3,1.6,20990
 Tucson,2019,4661,145,34.9,1.6,20995
 Tucson,2019,6549,145,34.9,1.6,20995
 Tucson,2019,100,145,34.9,1.6,21390
 Tucson,2019,101,145,34.9,1.6,21490
 Tucson,2019,101,145,34.9,1.6,21490
 Tucson,2019,101,145,34.9,1.6,21490
 Tucson,2019,101,145,34.9,1.6,21490
 Tucson,2019,101,145,34.9,1.6,21490
 Tucson,2019,110,145,34.9,1.6,21490
 Tucson,2019,199,145,34.9,1.6,21490
 Tucson,2019,223,145,34.9,1.6,21490
 Tucson,2019,623,145,34.9,1.6,21490
 Tucson,2019,2326,145,34.9,1.6,21990
 Tucson,2019,2765,145,34.9,1.6,21990
 Tucson,2019,1541,145,35.3,1.6,21995
 Tucson,2019,4425,150,34.9,1.6,21995
 Tucson,2019,5000,145,34.9,1.6,21995
 Tucson,2019,5981,145,34.9,1.6,21995
 Tucson,2019,8000,145,34.9,1.6,21995
 Tucson,2019,1694,145,34.9,1.6,22000
 Tucson,2019,150,145,34.9,1.6,22470
 Tucson,2019,5,145,34.9,1.6,22750
 Tucson,2019,2899,145,34.9,1.6,22990
 Tucson,2019,50,145,34.9,1.6,22995
 Tucson,2019,3961,145,34.9,1.6,23495
 Tucson,2019,90,145,34.9,1.6,23695
 Tucson,2019,25,145,34.9,1.6,23750
 Tucson,2019,2000,145,34.9,1.6,27000
 Tucson,2020,1550,145,34.9,1.6,18480
 Tucson,2020,1250,145,34.9,1.6,18798
 Tucson,2020,433,145,34.9,1.6,19950
 Tucson,2020,50,145,34.9,1.6,22495
 Tucson,2020,3500,145,34.9,1.6,22750
 Tucson,2020,1000,145,34.9,1.6,22995
 Tucson,2020,1334,145,34.9,1.6,22995
 Tucson,2020,2256,145,34.9,1.6,23495
 Tucson,2020,133,150,34.9,1.6,26995
